date        time     P_O_Tysvær_23mo  T_Tysvær_23moh  T_Tysvær_23moh        Q_Tysvær 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
16.02.2014  00:00:00          14.800           5.700           5.700           0.310 
17.02.2014  00:00:00           3.930           4.970           4.970           0.290 
18.02.2014  00:00:00           1.030           3.230           3.230           0.260 
19.02.2014  00:00:00           7.330           2.430           2.430           0.250 
20.02.2014  00:00:00           2.170           0.900           0.900           0.230 
21.02.2014  00:00:00           6.530           3.430           3.430           0.230 
22.02.2014  00:00:00           5.600           4.770           4.770           0.240 
23.02.2014  00:00:00          10.330           5.730           5.730           0.250 
24.02.2014  00:00:00          13.870           7.170           7.170           0.250 
25.02.2014  00:00:00           2.800           6.970           6.970           0.240 
26.02.2014  00:00:00           0.770           8.100           8.100           0.220 
27.02.2014  00:00:00           3.270           6.370           6.370           0.210 
28.02.2014  00:00:00           5.700           6.300           6.300           0.190 
01.03.2014  00:00:00           0.730           4.500           4.500           0.180 
02.03.2014  00:00:00           0.000           3.570           3.570           0.160 
03.03.2014  00:00:00           1.670           5.100           5.100           0.140 
04.03.2014  00:00:00           0.000           6.600           6.600           0.130 
05.03.2014  00:00:00           0.000           6.200           6.200           0.120 
06.03.2014  00:00:00          12.630           6.300           6.300           0.160 
07.03.2014  00:00:00          50.700           6.200           6.200           0.490 
08.03.2014  00:00:00          21.070           5.670           5.670           0.540 
09.03.2014  00:00:00           1.900           6.470           6.470           0.450 
10.03.2014  00:00:00           3.300           6.500           6.500           0.360 
11.03.2014  00:00:00           0.630           4.000           4.000           0.300 
12.03.2014  00:00:00           0.100           4.000           4.000           0.250 
13.03.2014  00:00:00           0.000           3.900           3.900           0.220 
14.03.2014  00:00:00           1.200           4.530           4.530           0.230 
15.03.2014  00:00:00          15.770           5.270           5.270           0.230 
16.03.2014  00:00:00          12.500           4.770           4.770           0.260 
17.03.2014  00:00:00          12.000           6.070           6.070           0.270 
18.03.2014  00:00:00           8.770           4.770           4.770           0.270 
19.03.2014  00:00:00           8.430           5.500           5.500           0.300 
20.03.2014  00:00:00          13.400           6.930           6.930           0.310 
21.03.2014  00:00:00          13.470           6.500           6.500           0.320 
22.03.2014  00:00:00           0.000           6.070           6.070           0.300 
23.03.2014  00:00:00          14.930           4.530           4.530           0.300 
24.03.2014  00:00:00           3.670           4.930           4.930           0.270 
25.03.2014  00:00:00           0.000           4.300           4.300           0.230 
26.03.2014  00:00:00           0.000           5.900           5.900           0.200 
27.03.2014  00:00:00           0.000           6.000           6.000           0.180 
28.03.2014  00:00:00           0.370           6.300           6.300           0.160 
29.03.2014  00:00:00           0.000           8.300           8.300           0.140 
30.03.2014  00:00:00           0.000           7.900           7.900           0.120 
31.03.2014  00:00:00           0.000           5.300           5.300           0.110 
01.04.2014  00:00:00           0.000           5.000           5.000           0.100 
02.04.2014  00:00:00           0.000           6.000           6.000           0.090 
03.04.2014  00:00:00           0.000           5.300           5.300           0.080 
04.04.2014  00:00:00           0.000           5.700           5.700           0.080 
05.04.2014  00:00:00           0.000           7.700           7.700           0.070 
06.04.2014  00:00:00           8.970           6.300           6.300           0.070 
07.04.2014  00:00:00           8.230           8.930           8.930           0.080 
08.04.2014  00:00:00          15.670           9.570           9.570           0.120 
09.04.2014  00:00:00           2.300           6.700           6.700           0.110 
10.04.2014  00:00:00           4.930           7.200           7.200           0.130 
11.04.2014  00:00:00           2.470           6.800           6.800           0.120 
12.04.2014  00:00:00           6.300           7.030           7.030           0.190 
13.04.2014  00:00:00          26.500           7.100           7.100           0.220 
14.04.2014  00:00:00           5.330           5.870           5.870           0.220 
15.04.2014  00:00:00           0.800           4.770           4.770           0.200 
