date        time     P_O_Myra_131moh   T_Myra_131moh   T_Myra_131moh          Q_Myra 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
20.03.2015  00:00:00           7.390           0.570           0.570           0.890 
21.03.2015  00:00:00           0.000          -1.320          -1.320           0.410 
22.03.2015  00:00:00           0.000           0.040           0.040           0.350 
23.03.2015  00:00:00          12.220           3.730           3.730           2.620 
24.03.2015  00:00:00           1.040           2.950           2.950           2.660 
25.03.2015  00:00:00           0.150          -0.390          -0.390           0.910 
26.03.2015  00:00:00           0.000           1.440           1.440           0.500 
27.03.2015  00:00:00           0.000           0.770           0.770           0.350 
28.03.2015  00:00:00           0.000           1.920           1.920           0.300 
29.03.2015  00:00:00           0.000           5.590           5.590           0.320 
30.03.2015  00:00:00           2.800           2.070           2.070           0.320 
31.03.2015  00:00:00           0.000           0.840           0.840           0.270 
01.04.2015  00:00:00           0.610           1.570           1.570           0.250 
02.04.2015  00:00:00           5.770           0.450           0.450           0.720 
03.04.2015  00:00:00          11.380           0.250           0.250           0.650 
04.04.2015  00:00:00           0.040          -1.210          -1.210           0.410 
05.04.2015  00:00:00           0.430           0.310           0.310           0.470 
06.04.2015  00:00:00           5.010           2.440           2.440           1.820 
07.04.2015  00:00:00           3.190           5.820           5.820           2.360 
08.04.2015  00:00:00          13.640           3.790           3.790           1.420 
09.04.2015  00:00:00           0.000           4.960           4.960           1.040 
10.04.2015  00:00:00          10.220           3.180           3.180           1.660 
11.04.2015  00:00:00           0.000           5.060           5.060           0.900 
12.04.2015  00:00:00           0.000           5.410           5.410           1.410 
13.04.2015  00:00:00          11.670           2.580           2.580           0.940 
14.04.2015  00:00:00           4.060          -0.790          -0.790           1.040 
15.04.2015  00:00:00          11.130           2.830           2.830           2.440 
16.04.2015  00:00:00          14.080           1.760           1.760           2.810 
17.04.2015  00:00:00           3.080           1.990           1.990           1.260 
18.04.2015  00:00:00           0.000           3.190           3.190           0.860 
19.04.2015  00:00:00           0.040           3.340           3.340           0.880 
20.04.2015  00:00:00           0.010           5.010           5.010           0.650 
21.04.2015  00:00:00           0.000           4.450           4.450           0.500 
22.04.2015  00:00:00           0.310           4.510           4.510           0.810 
23.04.2015  00:00:00          12.940           3.960           3.960           1.320 
24.04.2015  00:00:00           3.080           0.260           0.260           0.590 
25.04.2015  00:00:00           0.200           1.340           1.340           0.420 
26.04.2015  00:00:00           2.620           4.190           4.190           0.390 
27.04.2015  00:00:00           0.000           3.620           3.620           0.310 
28.04.2015  00:00:00           0.000           3.830           3.830           0.260 
29.04.2015  00:00:00           0.000           4.820           4.820           0.240 
30.04.2015  00:00:00           0.000           4.170           4.170           0.230 
01.05.2015  00:00:00           1.300           3.320           3.320           0.220 
02.05.2015  00:00:00           2.110           1.430           1.430           0.200 
03.05.2015  00:00:00           0.100           1.540           1.540           0.260 
04.05.2015  00:00:00           0.000           4.310           4.310           0.270 
05.05.2015  00:00:00           1.290           7.750           7.750           0.300 
06.05.2015  00:00:00           1.080          10.510          10.510           0.660 
07.05.2015  00:00:00           0.000           9.570           9.570           0.570 
08.05.2015  00:00:00           0.040           7.980           7.980           0.460 
09.05.2015  00:00:00           0.960           5.080           5.080           0.350 
10.05.2015  00:00:00           0.000           5.370           5.370           0.290 
11.05.2015  00:00:00           0.210           5.520           5.520           0.290 
12.05.2015  00:00:00           7.360           8.790           8.790           0.490 
13.05.2015  00:00:00           4.140           7.190           7.190           0.670 
14.05.2015  00:00:00           7.340           3.870           3.870           0.660 
15.05.2015  00:00:00           3.860           2.360           2.360           0.460 
16.05.2015  00:00:00           0.000           5.910           5.910           0.360 
