date        time     P_O_Lye2_178moh   T_Lye2_178moh   T_Lye2_178moh          Q_Lye2 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
13.12.2011  00:00:00          13.350           4.500           4.500           0.510 
14.12.2011  00:00:00          24.800           4.300           4.300           0.310 
15.12.2011  00:00:00           9.250           5.100           5.100           0.180 
16.12.2011  00:00:00          14.650           3.300           3.300           0.250 
17.12.2011  00:00:00           1.700          -0.300          -0.300           0.090 
18.12.2011  00:00:00           3.900           1.100           1.100           0.050 
19.12.2011  00:00:00           3.950           1.500           1.500           0.070 
20.12.2011  00:00:00           3.650           0.700           0.700           0.050 
21.12.2011  00:00:00           5.400          -0.450          -0.450           0.030 
22.12.2011  00:00:00           4.400           0.100           0.100           0.060 
23.12.2011  00:00:00           2.300           5.400           5.400           0.190 
24.12.2011  00:00:00           7.950           4.850           4.850           0.080 
25.12.2011  00:00:00           6.350           5.250           5.250           0.170 
26.12.2011  00:00:00          13.650           7.250           7.250           0.130 
27.12.2011  00:00:00           2.550           7.650           7.650           0.060 
28.12.2011  00:00:00           1.000           5.400           5.400           0.140 
29.12.2011  00:00:00          15.650           5.400           5.400           0.250 
30.12.2011  00:00:00           5.550           3.800           3.800           0.070 
31.12.2011  00:00:00           0.000           0.500           0.500           0.040 
01.01.2012  00:00:00           8.150           3.350           3.350           0.080 
02.01.2012  00:00:00           2.150           5.700           5.700           0.060 
03.01.2012  00:00:00           4.100           3.750           3.750           0.290 
04.01.2012  00:00:00          28.250           4.150           4.150           0.210 
05.01.2012  00:00:00          15.600           2.750           2.750           0.240 
06.01.2012  00:00:00           3.000           0.950           0.950           0.070 
07.01.2012  00:00:00           8.750           2.350           2.350           0.150 
08.01.2012  00:00:00           4.450           4.900           4.900           0.070 
09.01.2012  00:00:00           0.450           2.200           2.200           0.060 
10.01.2012  00:00:00           4.300           4.300           4.300           0.240 
11.01.2012  00:00:00          21.000           5.650           5.650           0.240 
12.01.2012  00:00:00          15.700           4.950           4.950           0.400 
13.01.2012  00:00:00           7.750           2.150           2.150           0.090 
14.01.2012  00:00:00           0.650           2.100           2.100           0.050 
15.01.2012  00:00:00           0.000           0.350           0.350           0.030 
16.01.2012  00:00:00           0.000           2.400           2.400           0.030 
17.01.2012  00:00:00           0.000           3.200           3.200           0.020 
18.01.2012  00:00:00           0.000           3.400           3.400           0.070 
19.01.2012  00:00:00          12.300           4.650           4.650           0.070 
20.01.2012  00:00:00           6.200           0.750           0.750           0.050 
21.01.2012  00:00:00           9.250           0.950           0.950           0.150 
22.01.2012  00:00:00           6.950           0.900           0.900           0.070 
23.01.2012  00:00:00           0.000          -0.600          -0.600           0.030 
24.01.2012  00:00:00           0.000           0.500           0.500           0.020 
25.01.2012  00:00:00           0.000          -0.050          -0.050           0.010 
26.01.2012  00:00:00           0.000           0.350           0.350           0.010 
27.01.2012  00:00:00           0.000           0.400           0.400           0.010 
28.01.2012  00:00:00           0.400           0.750           0.750           0.010 
29.01.2012  00:00:00           0.000          -1.100          -1.100           0.010 
30.01.2012  00:00:00           0.000          -2.200          -2.200           0.000 
31.01.2012  00:00:00           0.000          -1.600          -1.600           0.000 
01.02.2012  00:00:00           0.000          -5.350          -5.350           0.000 
02.02.2012  00:00:00           0.000          -5.100          -5.100           0.000 
03.02.2012  00:00:00           0.000          -4.550          -4.550           0.000 
04.02.2012  00:00:00           0.000          -6.750          -6.750           0.000 
05.02.2012  00:00:00           0.000          -5.000          -5.000           0.000 
06.02.2012  00:00:00           5.350          -0.250          -0.250           0.010 
07.02.2012  00:00:00          10.250          -0.750          -0.750           0.000 
08.02.2012  00:00:00           0.000          -4.000          -4.000           0.000 
09.02.2012  00:00:00           0.000          -2.700          -2.700           0.000 
