date        time     P_O_Fura_561moh   T_Fura_561moh   T_Fura_561moh          Q_Fura 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
30.01.2015  00:00:00           3.600          -3.200          -3.200           0.190 
31.01.2015  00:00:00           0.190          -4.310          -4.310           0.190 
01.02.2015  00:00:00           0.000          -4.570          -4.570           0.190 
02.02.2015  00:00:00           1.160          -6.250          -6.250           0.180 
03.02.2015  00:00:00           1.270          -7.570          -7.570           0.180 
04.02.2015  00:00:00           0.000          -8.450          -8.450           0.180 
05.02.2015  00:00:00           0.000         -11.770         -11.770           0.170 
06.02.2015  00:00:00           0.000          -9.320          -9.320           0.170 
07.02.2015  00:00:00           0.000          -2.090          -2.090           0.170 
08.02.2015  00:00:00           1.080          -4.450          -4.450           0.160 
09.02.2015  00:00:00           0.000          -0.480          -0.480           0.160 
10.02.2015  00:00:00           0.020           2.960           2.960           0.170 
11.02.2015  00:00:00           0.000           2.090           2.090           0.170 
12.02.2015  00:00:00           0.070          -0.350          -0.350           0.160 
13.02.2015  00:00:00           0.000          -2.370          -2.370           0.160 
14.02.2015  00:00:00           0.740          -3.580          -3.580           0.160 
15.02.2015  00:00:00           0.000          -4.010          -4.010           0.160 
16.02.2015  00:00:00           0.000          -6.370          -6.370           0.150 
17.02.2015  00:00:00           2.180          -5.320          -5.320           0.160 
18.02.2015  00:00:00           0.490          -2.040          -2.040           0.160 
19.02.2015  00:00:00           0.000           2.260           2.260           0.190 
20.02.2015  00:00:00           0.000           2.440           2.440           0.300 
21.02.2015  00:00:00           0.020          -1.280          -1.280           0.310 
22.02.2015  00:00:00           0.000          -5.380          -5.380           0.270 
23.02.2015  00:00:00           1.520          -5.480          -5.480           0.240 
24.02.2015  00:00:00           1.520          -2.410          -2.410           0.230 
25.02.2015  00:00:00           2.370          -1.400          -1.400           0.220 
26.02.2015  00:00:00           0.100          -1.370          -1.370           0.210 
27.02.2015  00:00:00           0.140          -1.270          -1.270           0.200 
28.02.2015  00:00:00           0.710          -2.920          -2.920           0.200 
01.03.2015  00:00:00           0.020          -1.740          -1.740           0.200 
02.03.2015  00:00:00           0.080          -1.690          -1.690           0.210 
03.03.2015  00:00:00           0.000          -1.280          -1.280           0.200 
04.03.2015  00:00:00           0.010          -4.130          -4.130           0.200 
05.03.2015  00:00:00           0.000          -4.830          -4.830           0.200 
06.03.2015  00:00:00           0.000          -2.370          -2.370           0.190 
07.03.2015  00:00:00           0.000           1.020           1.020           0.210 
08.03.2015  00:00:00           0.000           3.550           3.550           0.360 
09.03.2015  00:00:00           0.000           2.460           2.460           0.500 
10.03.2015  00:00:00           0.020           0.780           0.780           0.740 
11.03.2015  00:00:00           0.000           3.100           3.100           0.770 
12.03.2015  00:00:00           0.000           0.230           0.230           0.670 
13.03.2015  00:00:00           0.000          -0.240          -0.240           0.540 
14.03.2015  00:00:00           0.000          -2.010          -2.010           0.440 
15.03.2015  00:00:00           0.000          -1.010          -1.010           0.380 
16.03.2015  00:00:00           0.000          -0.540          -0.540           0.350 
17.03.2015  00:00:00           0.000           0.810           0.810           0.320 
18.03.2015  00:00:00           0.000           0.030           0.030           0.300 
19.03.2015  00:00:00           0.000          -0.150          -0.150           0.290 
20.03.2015  00:00:00           0.000           0.250           0.250           0.290 
21.03.2015  00:00:00           2.550          -2.140          -2.140           0.280 
22.03.2015  00:00:00           0.000          -4.250          -4.250           0.270 
23.03.2015  00:00:00           0.010          -1.400          -1.400           0.280 
24.03.2015  00:00:00           0.000           1.540           1.540           0.320 
25.03.2015  00:00:00           0.050           0.620           0.620           0.320 
26.03.2015  00:00:00           0.000          -4.780          -4.780           0.300 
27.03.2015  00:00:00           0.430          -2.670          -2.670           0.300 
28.03.2015  00:00:00           0.000          -1.980          -1.980           0.290 
29.03.2015  00:00:00           5.560          -0.660          -0.660           0.290 
30.03.2015  00:00:00           0.130          -1.100          -1.100           0.300 
31.03.2015  00:00:00           0.000          -1.890          -1.890           0.300 
01.04.2015  00:00:00           0.110          -2.000          -2.000           0.290 
02.04.2015  00:00:00           0.000          -0.510          -0.510           0.280 
03.04.2015  00:00:00           0.000          -0.490          -0.490           0.270 
04.04.2015  00:00:00           0.000          -1.530          -1.530           0.260 
05.04.2015  00:00:00           0.000          -2.360          -2.360           0.260 
06.04.2015  00:00:00           0.000          -0.280          -0.280           0.250 
07.04.2015  00:00:00           0.000           3.370           3.370           0.290 
