date        time     P_O_Valen_73moh   T_Valen_73moh   T_Valen_73moh         Q_Valen 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
26.12.2014  00:00:00           9.530          -1.240          -1.240           2.400 
27.12.2014  00:00:00           0.760          -1.240          -1.240           2.050 
28.12.2014  00:00:00           0.270          -2.400          -2.400           1.750 
29.12.2014  00:00:00           9.630           0.620           0.620           1.700 
30.12.2014  00:00:00          11.700           4.940           4.940           2.870 
31.12.2014  00:00:00           6.720           7.770           7.770           5.500 
01.01.2015  00:00:00           0.260           7.380           7.380           6.460 
02.01.2015  00:00:00          12.920           4.120           4.120           6.310 
03.01.2015  00:00:00           9.730           2.640           2.640           5.710 
04.01.2015  00:00:00           9.380           0.600           0.600           4.620 
05.01.2015  00:00:00           8.460           1.600           1.600           3.640 
06.01.2015  00:00:00           4.210           2.740           2.740           3.280 
07.01.2015  00:00:00           0.580           4.270           4.270           3.240 
08.01.2015  00:00:00           2.720           3.560           3.560           3.220 
09.01.2015  00:00:00           5.560           3.420           3.420           3.550 
10.01.2015  00:00:00           0.000          -1.630          -1.630           3.370 
11.01.2015  00:00:00           0.000          -0.830          -0.830           2.870 
12.01.2015  00:00:00           0.000          -3.790          -3.790           2.340 
13.01.2015  00:00:00           1.310           0.780           0.780           1.910 
14.01.2015  00:00:00           1.700           1.890           1.890           1.630 
15.01.2015  00:00:00           1.880           2.910           2.910           1.440 
16.01.2015  00:00:00           0.000           4.130           4.130           1.230 
17.01.2015  00:00:00           0.540           2.060           2.060           1.160 
18.01.2015  00:00:00           6.020           2.760           2.760           1.310 
19.01.2015  00:00:00           3.380           2.010           2.010           1.530 
