date        time     P_O_Sula_1318mo  T_Sula_1318moh  T_Sula_1318moh          Q_Sula 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
07.05.2014  00:00:00           6.430          -2.250          -2.250           0.260 
08.05.2014  00:00:00           1.180          -3.540          -3.540           0.250 
09.05.2014  00:00:00           0.000          -3.840          -3.840           0.230 
10.05.2014  00:00:00           0.110          -1.990          -1.990           0.230 
11.05.2014  00:00:00           0.000          -1.090          -1.090           0.260 
12.05.2014  00:00:00           0.000          -1.820          -1.820           0.300 
13.05.2014  00:00:00           0.000           0.690           0.690           0.360 
14.05.2014  00:00:00           2.170          -0.340          -0.340           0.480 
15.05.2014  00:00:00           0.020          -2.350          -2.350           0.530 
16.05.2014  00:00:00           2.970           0.670           0.670           0.640 
17.05.2014  00:00:00           0.290           1.990           1.990           0.920 
18.05.2014  00:00:00           0.480           1.100           1.100           1.350 
19.05.2014  00:00:00           0.000           3.890           3.890           2.240 
20.05.2014  00:00:00           0.000           2.790           2.790           3.380 
21.05.2014  00:00:00           0.000           3.830           3.830           4.520 
22.05.2014  00:00:00           1.050           4.860           4.860           6.590 
23.05.2014  00:00:00           2.860           6.970           6.970          12.390 
24.05.2014  00:00:00           6.030           4.850           4.850          11.130 
25.05.2014  00:00:00           0.020           3.310           3.310           9.130 
26.05.2014  00:00:00           0.000           4.470           4.470           6.640 
27.05.2014  00:00:00           0.000           3.630           3.630           6.420 
28.05.2014  00:00:00           0.000           3.390           3.390           7.540 
29.05.2014  00:00:00           0.020           5.290           5.290           6.360 
30.05.2014  00:00:00           0.000           5.550           5.550           5.650 
31.05.2014  00:00:00           0.000           5.540           5.540           4.980 
01.06.2014  00:00:00           0.000           4.250           4.250           4.270 
02.06.2014  00:00:00           0.000           5.380           5.380           4.090 
03.06.2014  00:00:00           0.080           7.790           7.790           4.580 
04.06.2014  00:00:00           0.020           6.910           6.910           5.140 
05.06.2014  00:00:00           3.540           5.530           5.530           5.820 
06.06.2014  00:00:00          12.390           5.320           5.320           8.230 
07.06.2014  00:00:00           1.970           5.380           5.380           6.670 
08.06.2014  00:00:00           0.000           5.430           5.430           5.410 
09.06.2014  00:00:00           0.980           6.850           6.850           5.370 
10.06.2014  00:00:00           0.000           5.990           5.990           5.390 
11.06.2014  00:00:00           0.260           8.690           8.690           6.000 
12.06.2014  00:00:00           1.190           4.980           4.980           5.770 
13.06.2014  00:00:00           2.730           3.250           3.250           4.960 
14.06.2014  00:00:00           0.000           4.380           4.380           3.850 
15.06.2014  00:00:00           0.000           6.520           6.520           3.110 
16.06.2014  00:00:00           0.000           6.130           6.130           3.000 
17.06.2014  00:00:00           0.000           4.870           4.870           2.740 
18.06.2014  00:00:00           0.000           6.260           6.260           2.660 
19.06.2014  00:00:00           2.870           6.260           6.260           3.620 
20.06.2014  00:00:00           0.000           3.120           3.120           3.360 
21.06.2014  00:00:00           0.000           2.030           2.030           2.330 
22.06.2014  00:00:00           0.000           2.000           2.000           1.590 
23.06.2014  00:00:00           3.770           1.870           1.870           1.290 
24.06.2014  00:00:00           2.580           4.160           4.160           1.250 
25.06.2014  00:00:00           0.020           5.330           5.330           1.210 
26.06.2014  00:00:00           0.000           5.990           5.990           1.300 
27.06.2014  00:00:00           0.000           5.790           5.790           1.420 
28.06.2014  00:00:00           0.010           3.300           3.300           1.440 
29.06.2014  00:00:00           0.000           4.390           4.390           1.370 
30.06.2014  00:00:00           7.530           5.290           5.290           1.600 
01.07.2014  00:00:00           3.130           5.450           5.450           1.760 
02.07.2014  00:00:00           1.370           6.130           6.130           1.770 
03.07.2014  00:00:00           1.910           7.190           7.190           1.900 
04.07.2014  00:00:00           0.000           3.580           3.580           1.960 
05.07.2014  00:00:00           0.000           8.610           8.610           1.920 
06.07.2014  00:00:00           6.350           9.740           9.740           3.550 
07.07.2014  00:00:00          10.320          10.660          10.660           6.400 
